Gouvernorat,Délégation,Localité,Texte annonce,Prix,Date
Medenine,Djerba Midoun,Djerba Midoun,Grand terrain à aghir djerba vue sur mer nous proposons pour vente un grand terrain titre bleu sur aghir djerba à côté de l'hôtel paradise surface du terrain 9600 m² il contient 40 grandes oliviers plus enivrent 15 petit oliviers vue sur mer bonne emplacement sur une petite colline le terrain est équipé par un puits et une bacha à eau le terrain est entièrement clôturé Adresse: midoun djerba zone touristique aghir Surface: 9 600 m²,750000,04/11/2024
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,un terrain dans un endroit magnifique Un terrain à vendre pour investissement touristique écologique titre foncier collectif de vocation agricole entre kelibia et elhaouria disponible de suite Région : Nabeul Hammam El Ghezez Superficie : 1000 m² Prix : 90 Md offre valable jusqu’à le 31/12/2024 Contacter nous à 99 307 890 Type transaction: A Vendre Surface en m²: 1000,39000,04/11/2024
Manouba,Borj El Amri,Borj El Amri,A vendre terrain a borj el amri prix peux négocier 150.000dt Terrain agricole a borj amri Manouba superficie 6750 m2(30*225) idéal pour la culture de l'amandier et des oliviers.leau existe et steg aussi.valable pour un logement. Superficie: 6750 m² Adresse: Borj el amri,150,04/11/2024
Manouba,Borj El Amri,Borj El Amri,A vendre terrain a borj el amri terrain agricole a vendre a borj el amri Manouba superficie 6750 m2(30*225) sol fertile idéal pour la culture des oliviers et l'amandier.l'eau existe et le steg aussi.principalement face à une route . Superficie: 6750 m² Adresse: Borj el amri.direction tobourba,150,04/11/2024
Ben arous,Mornag,Mornag,1 hectare mornag tel 58160927 la merveille immobilière vous propose la vente d un terrain de 1 hectare sur route principale à mornag ayant un emplacement stratégique prix 650000 dt tel 55 812 942 Surface: 10 000 m²,650000,04/11/2024
Zaghouan,El Fahs,El Fahs,138 hectares fahs tel 58160927 la merveille immobilière vous propose la vente d un terrain de 138 hectares à el fahs tel 55 812 942 Surface: 1 380 000 m²,8500000,04/11/2024
Nabeul,Al Haouaria,Al Haouaria,Terrain 5 hectares haouria tel 58160927 la merveille immobilière vous propose la vente d un terrain de 5 hectares haouria tél 55 812 942 Surface: 50 000 m²,900000,04/11/2024
Nabeul,Kélibia,Kélibia,Terrain agricole 19801 m² Route Harrouri Kelibia A vendre Terrain agricole en 2ème position route Harrouri Kelibia situé à 3 kilomètres de Kelibia de superficie de 19 801 m². Terrain avec titre foncier. Prix : 240 000 Dt Référence : VT962 TEL : 72 295 572 / 29 760 600 / 29 760 700 WhatsApp : (+216) 29 760 600 / 29 760 700,240000,04/11/2024
Nabeul,Soliman,Soliman,"Ferme Margherita à Vendre à Sliman Une ferme et une maison de maître d'une superficie de 35000 m² situé à Soliman, Chrifette. Elle se compose d'un sondage, un puits, vasse barrage, un débarrât et un terrain agricole autour planté par différents arbres (140 arbres d'agrumes, 330 arbres de grenade, 200 arbres d'amande, 78 arbres d'oliviers, 158 arbres d'oranges...). Dans la grande villa, on trouve un grand salon, une cuisine, 3 chambres et une salle de bain. Pour tous les renseignements, Contacter l’agent sur le 58170490.",750000,04/11/2024
Ben arous,Mornag,Mornag,Terrain agricole messaidi à mornag terrain agricole nu avec titre foncier individuel de 5660 m2 situé près du collège mahmoud al-messaadi à mornag. .pour tous renseignements contacter l'agent sur le 54670670. Surface: 5 660 m²,849000,04/11/2024
Nabeul,Kélibia,Kélibia,"un terrain de 2000 m² pour une bonne affaire A vendre un terrain de 2000 m² titre foncier collectif de vocation agricole, 1ere position a la plage d’ezzahra kelibia emplacement d’investissement avec façade sur mer panoramique Prix : 134 MD. Pour plus information appeler : 99307890 Type transaction: A Vendre Surface en m²: 2000",134000,04/11/2024
Sousse,Chatt Meriem,Chatt Meriem,"Terrain agricole à vendre Cet terrain agricole de 8884 m² avec 30 oliviers se situe à Tantana, Akouda. Le titre et le plan sont consultables à l'agence. Le prix de m² à 220DT",220,04/11/2024
Siliana,Siliana Sud,Siliana Sud,80 hectares a siliana a vendre 80 hectares a siliana sur route godronner avec 6000 olivier+ 2500 amande et 1500 gronadier avec maison et garage a la somme de 15 mille dinar le hectared Surface: 800 000 m²,15000,04/11/2024
Sousse,Bouficha,Bouficha,"BOUFICHA Terrain avec bâtisse couverte Terrain avec bâtisse couverte : Terrain agricole 17 230m² Bâtisse en charpente métallique : 650 m² Exploitation industrielle, salle de fêtes, … Dépendance 60m². Appentis bétonné non couvert Vingtaine d’oliviers Accès direct sur la GP1 d’un côté et d’une piste de l’autre. Type de bien: Terrain Caractéristiques: 17230 m²",1723000,04/11/2024
Kasserine,Kasserine Nord,Kasserine Nord,Terrain au kasserine terrain a vendre au kasserine a awled ali kasserine a cote de reserve ali azizi et clinique chaambi Adresse: awled ali kasserine Surface: 491 m²,40000,04/11/2024
Manouba,Djedeida,Djedeida,"Avec titre de propriété et arrêté d'alignement terrain agricole à vendre, avec 20 oliviers inclus, sur la route du lycée imtiyez et école alfarabi, jdaida. à côté du service technique staf. pour les intéressés, le terrain a besoin de quelques temps pour être transformé du statut agricole à constructible, vu son emplacement sur la route principale. Surface: 6 725 m²",1681250,04/11/2024
Nabeul,Soliman,Soliman,"Terrain agricole soliman terrain sur route principale goudronnée, proche de toutes les commodités titre foncier individuel, conviendrait pour projet agroalimentaire ou commercial. Adresse: 21184448 Surface: 50 000 m²",950000,04/11/2024
Sousse,Bouficha,Bouficha,"Terrain avec bâtisse couverte terrain avec bâtisse couverte : terrain agricole 17 230m² bâtisse en charpente métallique : 650 m² exploitation industrielle, salle de fetes dépendance 60m². appentis bétonné non couvert vingtaine d’oliviers accès direct sur la gp1 d’un côté et d’une piste de l’autre. Surface: 17 230 m²",1723000,04/11/2024
Nabeul,Kélibia,Kélibia,14636m2 opportunité a ne pas raté un hectars 636m² a vendre situé a dar allouch elecrticité un puit itre bleu prix ; 120 000 dt agence el-salam immobilier : 28116132 -72299023 Adresse: dar allouch Surface: 14 636 m²,120000,04/11/2024
Sidi bouzid,Sidi Bouzid Est,Sidi Bouzid Est,"terrain agricole a sidi bouzid فرصة هامة للإستثمار أرض #فلاحية #للبيع مساحتها 50 هكتار في #سيدي_بوزيد # فيها ضوء force , أبار عميقة5 , ماء حلو الاوراق قانونية Référence : v 2070 متفوتش عليك الفرصة و كلمنا على : 55464235/ 55461455 Superficie: 50000 m² Adresse: sidi bouzid",1500000,04/11/2024
Manouba,Djedeida,Djedeida,un terrain d'agricole nu a vendre situé a Jdaida Mahfoura Agence med ali zaier el manar 2 met a votre disposition un terrain d'agricole nu a vendre situé a Jdaida Mahfoura. *Titre bleu *Superficie: 13 hectares *Frais de vente: 85.000dt/1 hectare *Frais visite: 40dt Pour plus de renseignement merci de nous contacter sur les numéros suivants: 53 351 390/58 680 819 Type transaction: A Vendre Surface en m²: 130000,85000,04/11/2024
Manouba,Djedeida,Djedeida,un terrain d'agricole nus a vendre situé a Jdaida Mahfoura. Agence med ali zaier el manar 2 met a votre disposition un terrain d'agricole nus a vendre situé a Jdaida Mahfoura. *Y compris électricité *Titre bleu *Superficie: 8 hectares *Frais de vente: 90.000dt/1 hectare *Frais visite: 40dt Pour plus de renseignement merci de nous contacter sur les numéros suivants: 53 351 390/58 680 819 Surface en m²: 80000 Type transaction: A Vendre,90000,04/11/2024
Manouba,Djedeida,Djedeida,un terrain d'agricole nu a vendre situé a Jdaida Mahfoura Agence med ali zaier el manar 2 met a votre disposition un terrain d'agricole nu a vendre situé a Jdaida Mahfoura. *Y compris électricité *Titre bleu *Superficie: 9 hectares *Frais de vente: 90.000dt/1 hectare *Frais visite: 40dt Pour plus de renseignement merci de nous contacter sur les numéros suivants: 53 351 390/58 680 819 Type transaction: A Vendre Surface en m²: 90000,90000,04/11/2024
Manouba,Djedeida,Djedeida,un terrain d'agricole nu a vendre situé a Jdaida Mansoura sur la route Principale Agence med ali zaier el manar 2 met a votre disposition un terrain d'agricole nu a vendre situé a Jdaida Mansoura sur la route Principale. *Y compris eau et électricité *vanne *Titre bleu *Superficie: 3.4 hectares *Frais de vente: 100.000dt/1 hectare *Frais visite: 40dt Pour plus de renseignement merci de nous contacter sur les numéros suivants: 53 351 390/58 680 819 Surface en m²: 34000 Type transaction: A Vendre,100000,04/11/2024
Manouba,Djedeida,Djedeida,un terrain d'agricole nu a vendre situé a Jdaida Mansoura sur la route Principale Agence med ali zaier el manar 2 met a votre disposition un terrain d'agricole nu a vendre situé a Jdaida Mansoura sur la route Principale. *Y compris eau et électricité *vanne *Titre bleu *Superficie: 3.7 hectares *Frais de vente: 100.000dt/1 hectare *Frais visite: 40dt Pour plus de renseignement merci de nous contacter sur les numéros suivants: 53 351 390/58 680 819 Type transaction: A Vendre Surface en m²: 37000,100000,04/11/2024
Manouba,Djedeida,Djedeida,un terrain d'agricole nu a vendre situé a Jdaida Mahfoura sur la route Principale Agence med ali zaier el manar 2 met a votre disposition un terrain d'agricole nu a vendre situé a Jdaida Mahfoura sur la route Principale. *Y compris électricité *clôturé *Titre bleu *Superficie: 2.5 hectares *Frais de vente: 100.000dt/1 hectare *Frais visite: 40dt Pour plus de renseignement merci de nous contacter sur les numéros suivants: 53 351 390/58 680 819 Surface en m²: 25000 Type transaction: A Vendre,100000,04/11/2024
Nabeul,Nabeul‎,Nabeul‎,"Terrain Agricole Valy à Vendre à Nabeul Un terrain agricole d'une superficie de 2,2 hectares avec une façade de 150m situé à Nabeul. NB: Possibilité de faire une carrier sable et argile.",380000,04/11/2024
Nabeul,Kélibia,Kélibia,"terrain agricole a sidi bouzid فرصة هامة للإستثمار أرض #فلاحية #للبيع مساحتها 50 هكتار في #سيدي_بوزيد # فيها ضوء force , أبار عميقة5 , ماء حلو الاوراق قانونية Référence : v 2070 متفوتش عليك الفرصة و كلمنا على : 55464235/ 55461455 Surface en m²: 500000 Type transaction: A Vendre",1500000,04/11/2024
Sidi bouzid,Sidi Bouzid Est,Sidi Bouzid Est,Terrain agricole à sidi bouzid refrence t 2070 à vendre terrain a sidi bouzid superficie 50 hectares 5 puits avec force électricité papiers en regles contacter nous sur 55464235 55461455 Adresse: sidi bouzid Surface: 500 000 m²,1500000,04/11/2024
Nabeul,Hammamet,Hammamet,"Terrain 3.5 ha proche Hammamet Terrain de 3.5 hectares, 35.000 m², un seul propriétaire, titre bleu. Clôturé, bornes en place. Situé à Latrach , à 15 min du centre-ville de Hammamet, à 10 min de Yasmine Hammamet, facilement accessible par route goudronnée. Actuellement le terrain est agricole, mais la zone est à vocation résidentielle, à proximité des réseaux publics d'électricité et eau. Excellent voisinage, résidences principales ou secondaires. Idéal pour projet de résidence ou maison d'hôtes. Vente directe par le propriétaire. Superficie: 35000 m²",420000,04/11/2024
Bizerte,Utique,Utique,"terrain senia Utique 4ha olivier terrain agricole ferme Utique 4hectares olivier comprends une villa neuf de 250 m2 salon séjour cuisine neuf 4x suite loge service avec sanitaire et maison gardien steg et soned plantée olivier installation sondage gouttes a gouttes, le prix 1100000 md légèrement négociable pour plus d'info ou visite appeler ag Colombus Mr Mustapha 95502825 Superficie: 40000 m² Adresse: utique",1100000,04/11/2024
Sousse,Akouda,Akouda,"Terrain agricole a chott mariem ce terrain agricole est localisé dans la zone d'el foukaia, à seulement 50 mètres de la route principale. le plan et le dossier juridique sont disponibles à notre agence. Adresse: chott mariem Surface: 1 825 m²",182500,04/11/2024
Nabeul,Hammam Jebli,Hammam Jebli,"Occasion de terrain pour investir côte kelibia un terrain à vendre de 1000 m² cote kelibia pour investissement, titre foncier collectif de vocation agricole avec vue façade sur mer magique. région : nabeul kelibia superficie : 1000 m² prix: 63 md offre valable jusqu’au 30/06/2025 téléphone pour plus information : 25001718 Surface Totale : 1000 m²",63000,04/11/2024
Nabeul,Ezzahra,Ezzahra,Terrain dans un endroit magnifique et panoramique un merveilleux terrain titre foncier collectif agricole avec facade sur mer de hammam el ghezaz. superficie 1000 m² pour accueillir votre futur projet touristique . prix : 39 md contact direct avec le propriétaire 25001718 Surface Totale : 1000 m²,39000,04/11/2024
Nabeul,Azmour,Azmour,"Offre speciale de 1000 m² On propose un terrain de 1000 m² de titre foncier collectif de vocation agricole avec vue imprenable sur la mer situés entre hammam jebli et ezzahra kelibia, une destination côtière prisée. Prix : 39 MD. Offre valable jusqu’à le 31/12/2024 Pour plus d’informations, veuillez nous contacter au 25001718 Surface Totale : 1000 m²",39000,04/11/2024
Nabeul,Kélibia,Kélibia,Terrain pour les investisseurs cote kelibia Un terrain a ne pas rater a vendre avec façade magique sur mer à titre foncier collectif de vocation agricole au bord de la plage Hammam El Ghezez. Surface : 1000 m² Prix : 39 Md offre valable jusqu’au 31/12/2024 Pour Plus d'informations contactez-nous :25001718 Surface Totale : 1000 m²,39000,04/11/2024
Nabeul,Kélibia,Kélibia,Occasion paranomique de terrain agricole un terrain à vendre de 3 ha pour investissement touristique écologique titre foncier collectif de vocation agricole entre hammam el ghezaz et kerkouane disponible de suite région : nabeul hammam el ghezez prix: 540 md tel: 25001718 Surface: 30 000 m²,540000,04/11/2024
Nabeul,Al Haouaria,Al Haouaria,Un terrain avec façade sur mer un terrain à vendre pour investissement touristique écologique titre foncier collectif de vocation agricole entre hammam el ghezaz et kerkouane disponible de suite région : nabeul hammam el ghezez superficie : 1000 m² prix : 63 md tel: 25001718 Type transaction: A Vendre Surface en m²: 1000,63000,04/11/2024
